customer_id,age,gender,country,annual_income,spending_score,num_purchases,avg_purchase_value,membership_years,website_visits_per_month,cart_abandon_rate,churned,feedback_text,last_purchase_date,total_spend,customer_value,engagement_score,recency_days,monthly_spend,customer_type
182,67,0,9,80058,19,31,45.51,13,7,0.78,0,The website is easy to use.,2025-08-23,1410.81,18340.53,4.965999999999999,220,8.986050955414012,0
183,27,0,4,45027,96,15,38.89,2,24,0.82,0,"Great experience, will shop again!",2025-08-03,583.35,1166.7,16.853999999999996,240,23.334,2
184,36,0,8,72745,20,14,39.42,4,18,0.31,0,Love the products and fast shipping.,2025-05-17,551.88,2207.52,12.807,318,11.262857142857143,0
185,51,1,5,90909,29,18,48.63,5,25,0.54,0,Very satisfied with my purchase.,2025-10-08,875.34,4376.7,17.638,174,14.34983606557377,0
186,35,1,4,68013,41,17,51.07,5,9,0.04,0,Love the products and fast shipping.,2025-10-19,868.19,4340.950000000001,6.588,163,14.232622950819673,1
187,61,1,9,137242,91,33,60.79,8,12,0.99,0,Good quality and value for money.,2025-05-26,2006.07,16048.56,8.402999999999999,309,20.681134020618558,2
188,45,1,4,64105,72,38,39.17,13,26,0.42,0,Love the products and fast shipping.,2025-07-11,1488.46,19349.98,18.374,263,9.48063694267516,2
189,53,0,5,71049,82,41,55.59,14,30,0.63,0,"Great experience, will shop again!",2025-09-16,2279.19,31908.66,21.111,196,13.486331360946746,2
190,60,0,5,44865,99,21,39.59,4,29,0.27,0,Very satisfied with my purchase.,2025-05-08,831.3900000000001,3325.5600000000004,20.519,327,16.96714285714286,2
191,70,1,4,165842,11,26,55.14,8,4,0.96,1,Shipping was too slow.,2025-01-30,1433.64,11469.12,2.812,425,14.77979381443299,0
192,20,0,0,148011,4,8,40.52,1,7,0.55,0,Good quality and value for money.,2025-07-16,324.16,324.16,5.034999999999999,258,24.935384615384617,0
193,19,0,5,32037,66,9,37.06,1,26,0.34,0,Very satisfied with my purchase.,2025-10-14,333.54,333.54,18.398,168,25.65692307692308,1
194,26,1,6,121900,42,10,52.18,0,12,0.53,0,The website is easy to use.,2025-05-26,521.8,0.0,8.540999999999999,309,521.8,1
195,22,1,2,104824,88,19,60.87,3,27,0.3,0,Excellent customer service.,2025-10-09,1156.53,3469.59,19.11,173,31.257567567567566,2
196,30,0,3,45015,66,14,39.15,2,19,0.89,0,The website is easy to use.,2025-05-05,548.1,1096.2,13.332999999999998,330,21.924,1
197,66,0,1,85644,90,43,50.18,14,5,0.84,0,"Great experience, will shop again!",2025-06-12,2157.74,30208.359999999997,3.548,292,12.767692307692306,2
198,68,1,8,70352,89,19,54.54,4,7,0.68,0,Good quality and value for money.,2025-05-27,1036.26,4145.04,4.9959999999999996,308,21.148163265306124,2
199,51,0,5,85874,62,26,59.0,8,9,0.55,0,Excellent customer service.,2025-05-23,1534.0,12272.0,6.435,312,15.814432989690722,1
200,39,1,6,144866,92,31,69.57,7,16,0.92,0,Excellent customer service.,2025-05-05,2156.6699999999996,15096.689999999997,11.223999999999998,330,25.372588235294113,2
201,35,1,8,77456,36,12,37.41,2,26,0.98,0,Good quality and value for money.,2025-05-26,448.91999999999996,897.8399999999999,18.206,309,17.956799999999998,0
202,60,1,9,80281,65,39,54.85,13,4,0.37,0,Very satisfied with my purchase.,2025-08-10,2139.15,27808.95,2.989,233,13.625159235668791,1
203,61,1,2,124886,14,20,41.91,5,25,0.94,1,I will not be shopping here again.,2024-06-01,838.1999999999999,4191.0,17.518,668,13.740983606557377,0
204,62,1,6,166435,66,19,70.6,1,1,0.21,0,The website is easy to use.,2025-09-14,1341.3999999999999,1341.3999999999999,0.9369999999999999,198,103.18461538461537,1
205,35,0,5,28789,15,26,38.65,11,13,0.89,1,Shipping was too slow.,2024-02-27,1004.9,11053.9,9.133,763,7.55563909774436,0
206,33,1,5,29702,50,26,34.6,10,12,0.22,0,Very satisfied with my purchase.,2025-08-08,899.6,8996.0,8.633999999999999,235,7.434710743801653,1
207,57,1,0,132529,73,17,69.21,1,9,0.97,1,I will not be shopping here again.,2025-04-13,1176.57,1176.57,6.309,352,90.50538461538461,2
208,60,0,5,77262,82,31,56.65,9,15,0.54,0,Good quality and value for money.,2025-08-27,1756.1499999999999,15805.349999999999,10.638,216,16.111467889908255,2
209,29,0,1,77520,32,31,46.0,11,14,0.68,0,Very satisfied with my purchase.,2025-08-22,1426.0,15686.0,9.895999999999999,221,10.721804511278195,0
210,33,1,9,49090,72,29,51.39,10,19,0.45,0,Good quality and value for money.,2025-09-02,1490.31,14903.099999999999,13.464999999999998,210,12.316611570247934,2
211,46,1,7,45210,4,17,34.93,6,20,0.45,0,"Great experience, will shop again!",2025-10-18,593.81,3562.8599999999997,14.165,164,8.134383561643835,0
212,47,0,9,148118,86,22,69.3,3,17,0.87,0,Very satisfied with my purchase.,2025-06-08,1524.6,4573.799999999999,11.938999999999998,296,41.2054054054054,2
213,68,1,5,31748,93,20,45.72,4,26,0.14,0,The website is easy to use.,2025-06-02,914.4,3657.6,18.458,302,18.661224489795917,2
214,23,0,5,29898,7,5,36.77,2,8,0.89,0,Love the products and fast shipping.,2025-10-12,183.85000000000002,367.70000000000005,5.633,170,7.354000000000001,0
215,38,1,6,66942,79,29,44.49,9,14,0.78,0,Good quality and value for money.,2025-05-25,1290.21,11611.89,9.866,310,11.836788990825688,2
216,50,1,5,52110,66,30,47.33,11,19,0.78,0,Love the products and fast shipping.,2025-08-06,1419.8999999999999,15618.899999999998,13.366,237,10.67593984962406,1
217,65,0,9,96343,89,31,53.38,8,23,0.35,0,The website is easy to use.,2025-10-23,1654.78,13238.24,16.294999999999998,159,17.05958762886598,2
218,59,0,5,46263,38,6,39.46,0,10,0.7,0,Love the products and fast shipping.,2025-07-11,236.76,0.0,7.09,263,236.76,0
219,29,0,8,71510,43,25,40.68,8,14,0.1,0,Very satisfied with my purchase.,2025-06-20,1017.0,8136.0,10.069999999999999,284,10.484536082474227,1
220,36,1,2,69840,60,38,39.08,13,7,0.8,1,I will not be shopping here again.,2025-04-04,1485.04,19305.52,4.959999999999999,361,9.458853503184713,1
221,38,1,4,79084,58,34,48.24,11,17,0.4,0,The website is easy to use.,2025-09-12,1640.16,18041.760000000002,12.079999999999998,200,12.332030075187971,1
222,35,0,4,55733,34,33,38.19,14,21,0.79,0,Very satisfied with my purchase.,2025-06-16,1260.27,17643.78,14.763,288,7.457218934911243,0
223,28,0,6,70754,64,30,52.99,10,29,0.09,0,Good quality and value for money.,2025-10-16,1589.7,15897.0,20.572999999999997,166,13.13801652892562,1
224,19,0,0,59319,39,8,30.91,1,13,0.43,0,Good quality and value for money.,2025-08-12,247.28,247.28,9.270999999999999,231,19.021538461538462,0
225,70,1,8,167680,18,34,50.8,11,21,0.27,0,Excellent customer service.,2025-09-20,1727.1999999999998,18999.199999999997,14.918999999999999,192,12.986466165413532,0
226,23,0,1,66659,64,19,38.88,5,3,0.2,0,Good quality and value for money.,2025-10-04,738.72,3693.6000000000004,2.34,178,12.11016393442623,1
227,18,0,5,51688,54,8,32.36,0,13,0.1,0,Very satisfied with my purchase.,2025-07-26,258.88,0.0,9.37,248,258.88,1
228,36,1,3,51192,53,28,31.34,10,28,0.79,0,Love the products and fast shipping.,2025-09-24,877.52,8775.2,19.662999999999997,188,7.252231404958677,1
229,42,1,3,27917,37,36,28.43,15,14,0.36,0,Very satisfied with my purchase.,2025-07-24,1023.48,15352.2,9.991999999999999,250,5.654585635359116,0
230,47,0,4,169641,51,32,61.3,9,6,0.31,0,"Great experience, will shop again!",2025-05-16,1961.6,17654.399999999998,4.406999999999999,319,17.996330275229358,1
231,38,0,8,75507,79,15,45.68,2,16,0.11,0,"Great experience, will shop again!",2025-10-14,685.2,1370.4,11.466999999999999,168,27.408,2
232,42,1,4,146169,29,26,49.3,7,21,0.55,0,"Great experience, will shop again!",2025-05-20,1281.8,8972.6,14.834999999999999,315,15.08,0
233,31,1,7,61522,48,34,38.36,13,7,0.67,0,Very satisfied with my purchase.,2025-08-10,1304.24,16955.12,4.999,233,8.307261146496815,1
234,31,1,4,147719,59,39,54.83,12,25,0.22,0,The website is easy to use.,2025-05-11,2138.37,25660.44,17.734,324,14.747379310344828,1
235,21,1,9,79168,27,5,34.47,0,18,0.98,1,I will not be shopping here again.,2024-07-01,172.35,0.0,12.606,638,172.35,0
236,18,0,1,34511,42,5,42.82,0,12,0.51,1,Shipping was too slow.,2024-06-28,214.1,0.0,8.546999999999999,641,214.1,1
237,56,1,7,45184,71,28,36.77,10,8,0.97,0,Good quality and value for money.,2025-05-05,1029.5600000000002,10295.600000000002,5.609,330,8.508760330578514,2
238,58,1,9,174128,77,29,76.25,6,2,0.05,0,Love the products and fast shipping.,2025-05-22,2211.25,13267.5,1.6849999999999998,313,30.291095890410958,2
239,63,1,7,79329,4,6,38.13,0,29,0.98,0,"Great experience, will shop again!",2025-05-20,228.78000000000003,0.0,20.305999999999997,315,228.78000000000003,0
240,27,1,9,113033,78,24,51.73,4,15,0.82,0,Love the products and fast shipping.,2025-09-15,1241.52,4966.08,10.554,197,25.337142857142858,2
241,53,0,5,80470,16,19,37.32,7,13,0.78,0,"Great experience, will shop again!",2025-07-06,709.08,4963.56,9.166,268,8.342117647058824,0
242,44,0,9,126205,97,23,74.21,3,22,0.89,0,Excellent customer service.,2025-07-07,1706.83,5120.49,15.432999999999998,267,46.13054054054054,2
243,67,1,9,129780,91,46,56.99,15,18,0.68,0,The website is easy to use.,2025-07-06,2621.54,39323.1,12.696,268,14.483646408839778,2
244,28,0,5,77829,46,11,36.99,1,15,0.68,0,"Great experience, will shop again!",2025-09-07,406.89000000000004,406.89000000000004,10.596,205,31.29923076923077,1
245,57,0,2,97705,34,20,45.61,6,19,0.13,0,The website is easy to use.,2025-06-04,912.2,5473.200000000001,13.560999999999998,300,12.495890410958905,0
246,31,1,2,52934,46,28,49.64,10,27,0.53,0,Excellent customer service.,2025-09-30,1389.92,13899.2,19.040999999999997,182,11.486942148760331,1
247,64,1,5,75523,26,30,43.78,12,11,0.97,1,Difficult to navigate the website.,2024-04-04,1313.4,15760.800000000001,7.709,726,9.05793103448276,0
248,34,1,4,58629,7,35,31.2,15,23,0.93,0,Love the products and fast shipping.,2025-09-24,1092.0,16380.0,16.121,188,6.033149171270718,0
249,21,0,3,62828,20,8,28.59,1,19,0.4,0,The website is easy to use.,2025-10-03,228.72,228.72,13.479999999999999,179,17.593846153846155,0
250,40,1,8,73841,75,42,47.3,15,13,0.15,0,The website is easy to use.,2025-06-28,1986.6,29799.0,9.355,276,10.975690607734807,2
251,22,1,5,61757,83,17,42.86,3,18,0.89,0,Good quality and value for money.,2025-09-20,728.62,2185.86,12.633,192,19.692432432432433,2
252,66,0,6,92554,2,18,42.6,6,7,0.74,1,The product did not match the description.,2024-12-29,766.8000000000001,4600.8,4.978,457,10.504109589041096,0
253,42,0,2,55845,66,16,53.96,3,14,0.84,0,The website is easy to use.,2025-10-19,863.36,2590.08,9.847999999999999,163,23.334054054054054,1
254,65,1,8,64168,19,36,30.23,15,1,0.86,1,I will not be shopping here again.,2024-10-16,1088.28,16324.199999999999,0.742,531,6.0125966850828725,0
255,21,1,3,50886,11,5,40.61,1,24,0.8,1,The product did not match the description.,2024-05-08,203.05,203.05,16.859999999999996,692,15.61923076923077,0
256,28,1,0,105736,75,22,52.35,4,7,0.67,0,Excellent customer service.,2025-05-13,1151.7,4606.8,4.999,322,23.50408163265306,2
257,45,0,9,110940,18,19,54.72,6,13,0.9,1,"Poor quality, item broke after a week.",2024-12-03,1039.68,6238.08,9.129999999999999,483,14.24219178082192,0
258,68,1,0,123490,100,36,55.6,10,1,0.77,1,Difficult to navigate the website.,2024-10-16,2001.6000000000001,20016.0,0.7689999999999999,531,16.54214876033058,2
259,32,0,4,58337,50,11,50.6,2,6,0.12,0,"Great experience, will shop again!",2025-09-04,556.6,1113.2,4.4639999999999995,208,22.264,1
260,29,0,9,83566,32,25,46.23,8,26,0.64,0,The website is easy to use.,2025-09-13,1155.75,9246.0,18.308,199,11.914948453608247,0
261,58,1,2,137614,78,44,61.49,15,19,0.61,0,Good quality and value for money.,2025-10-02,2705.56,40583.4,13.416999999999998,180,14.947845303867403,2
262,54,0,9,88002,93,37,61.12,12,8,0.46,0,Excellent customer service.,2025-05-24,2261.44,27137.28,5.762,311,15.596137931034484,2
263,59,0,8,67320,45,30,49.32,10,12,0.95,1,The product did not match the description.,2024-07-20,1479.6,14796.0,8.415,619,12.228099173553717,1
264,69,0,9,101452,63,34,45.95,12,17,0.57,0,Good quality and value for money.,2025-05-27,1562.3000000000002,18747.600000000002,12.028999999999998,308,10.77448275862069,1
265,69,0,2,86691,79,38,43.57,12,5,0.36,0,Good quality and value for money.,2025-07-19,1655.66,19867.920000000002,3.692,255,11.418344827586207,2
266,26,1,8,63145,1,4,34.42,1,16,0.9,0,The website is easy to use.,2025-10-18,137.68,137.68,11.229999999999999,164,10.590769230769231,0
267,24,1,7,74983,27,14,44.28,4,29,0.3,0,The website is easy to use.,2025-05-05,619.9200000000001,2479.6800000000003,20.509999999999998,330,12.651428571428573,0
268,36,0,1,48478,53,33,41.29,13,7,0.27,0,The website is easy to use.,2025-07-19,1362.57,17713.41,5.119,255,8.678789808917196,1
269,25,1,8,95393,89,13,51.21,0,14,0.32,0,Excellent customer service.,2025-09-11,665.73,0.0,10.004,201,665.73,2
270,62,1,2,102404,62,19,48.55,4,22,0.9,0,The website is easy to use.,2025-10-17,922.4499999999999,3689.7999999999997,15.429999999999998,165,18.82551020408163,1
271,51,0,1,79322,56,22,54.31,5,11,0.06,0,Excellent customer service.,2025-10-08,1194.8200000000002,5974.1,7.981999999999999,174,19.5872131147541,1
272,26,1,4,53027,78,12,39.67,0,30,0.85,0,Good quality and value for money.,2025-10-22,476.04,0.0,21.045,160,476.04,2
273,60,0,9,152701,95,45,72.89,13,7,0.72,0,Love the products and fast shipping.,2025-09-29,3280.05,42640.65,4.983999999999999,183,20.89203821656051,2
274,22,0,8,42785,55,10,47.09,1,3,0.94,0,Very satisfied with my purchase.,2025-06-21,470.90000000000003,470.90000000000003,2.1179999999999994,283,36.223076923076924,1
275,29,0,5,47805,71,15,45.88,2,9,0.5,0,The website is easy to use.,2025-06-21,688.2,1376.4,6.45,283,27.528000000000002,2
276,36,1,9,128589,1,16,35.94,4,7,0.86,1,"Poor quality, item broke after a week.",2025-03-11,575.04,2300.16,4.941999999999999,385,11.735510204081631,0
277,65,0,9,133411,99,36,75.61,9,6,0.27,0,Excellent customer service.,2025-06-18,2721.96,24497.64,4.419,286,24.97211009174312,2
278,48,1,5,62358,39,23,30.54,7,13,0.38,0,Very satisfied with my purchase.,2025-06-05,702.42,4916.94,9.286,299,8.263764705882352,0
279,70,0,5,70773,98,21,51.0,4,7,0.08,0,Good quality and value for money.,2025-06-05,1071.0,4284.0,5.175999999999999,299,21.857142857142858,2
280,30,0,9,137856,25,20,60.87,6,4,0.63,0,Love the products and fast shipping.,2025-06-28,1217.3999999999999,7304.4,2.911,276,16.67671232876712,0
281,33,0,2,57471,77,29,37.31,9,23,0.63,0,"Great experience, will shop again!",2025-06-04,1081.99,9737.91,16.211,300,9.92651376146789,2
282,56,1,4,136920,7,35,48.4,13,20,0.78,0,Excellent customer service.,2025-06-25,1694.0,22022.0,14.066,279,10.789808917197453,0
283,45,1,4,136571,35,20,63.61,5,14,0.04,0,Love the products and fast shipping.,2025-06-18,1272.2,6361.0,10.088,286,20.855737704918035,0
284,49,0,9,141475,50,27,62.74,7,1,0.31,0,Excellent customer service.,2025-09-14,1693.98,11857.86,0.9069999999999999,198,19.929176470588235,1
285,21,0,8,88755,51,10,41.16,0,22,0.68,0,Very satisfied with my purchase.,2025-08-12,411.59999999999997,0.0,15.495999999999999,231,411.59999999999997,1
286,29,0,6,105076,73,27,51.17,7,25,0.09,0,"Great experience, will shop again!",2025-05-22,1381.5900000000001,9671.130000000001,17.773,313,16.254,2
287,66,0,9,112222,73,42,56.74,15,11,0.94,0,The website is easy to use.,2025-07-29,2383.08,35746.2,7.717999999999999,245,13.166187845303867,2
288,56,0,8,59216,9,13,41.65,5,27,0.63,0,Excellent customer service.,2025-07-20,541.4499999999999,2707.2499999999995,19.011,254,8.87622950819672,0
289,50,0,5,64374,61,29,41.44,10,2,0.23,0,Very satisfied with my purchase.,2025-08-27,1201.76,12017.6,1.6309999999999998,216,9.931900826446281,1
290,46,0,4,105024,100,22,68.51,4,10,0.68,0,Excellent customer service.,2025-05-09,1507.22,6028.88,7.096,326,30.759591836734696,2
291,43,0,9,81565,50,11,49.82,0,17,0.42,0,Good quality and value for money.,2025-09-18,548.02,0.0,12.073999999999998,194,548.02,1
292,24,1,6,140271,46,12,62.88,0,30,0.4,0,Very satisfied with my purchase.,2025-09-12,754.5600000000001,0.0,21.18,200,754.5600000000001,1
293,30,1,6,126296,6,31,39.88,11,18,0.49,0,"Great experience, will shop again!",2025-09-28,1236.28,13599.08,12.753,184,9.29533834586466,0
294,59,1,2,172758,41,29,57.17,8,22,0.23,0,Good quality and value for money.,2025-08-26,1657.93,13263.44,15.630999999999998,217,17.092061855670103,1
295,31,0,0,96426,77,39,57.84,12,2,0.92,0,Love the products and fast shipping.,2025-05-18,2255.76,27069.120000000003,1.424,317,15.55696551724138,2
296,26,1,9,140598,60,30,65.52,8,29,0.45,0,Excellent customer service.,2025-06-25,1965.6,15724.8,20.464999999999996,279,20.263917525773195,1
297,20,1,9,145463,99,18,75.83,0,14,0.32,0,Good quality and value for money.,2025-08-09,1364.94,0.0,10.004,234,1364.94,2
298,64,0,4,86224,41,32,41.32,11,21,0.37,0,Love the products and fast shipping.,2025-06-22,1322.24,14544.64,14.889,282,9.941654135338347,1
299,28,1,2,61683,44,9,42.38,1,27,0.32,0,The website is easy to use.,2025-05-03,381.42,381.42,19.104,332,29.34,1
300,51,1,0,163129,84,38,63.47,11,28,0.3,0,"Great experience, will shop again!",2025-08-24,2411.86,26530.460000000003,19.81,219,18.134285714285717,2
301,53,0,2,119923,39,33,60.82,12,21,0.56,0,Good quality and value for money.,2025-09-25,2007.06,24084.72,14.831999999999999,187,13.841793103448275,0
302,20,1,6,71344,20,12,41.41,2,27,0.55,0,Excellent customer service.,2025-06-20,496.91999999999996,993.8399999999999,19.035,284,19.8768,0
303,61,1,9,146572,39,38,62.9,12,20,0.23,0,"Great experience, will shop again!",2025-05-11,2390.2,28682.399999999998,14.231,324,16.484137931034482,0
304,58,0,1,81632,42,33,48.47,13,21,0.68,0,Love the products and fast shipping.,2025-10-26,1599.51,20793.63,14.796,156,10.18796178343949,1
305,57,1,9,113834,81,15,57.06,1,14,0.4,0,Love the products and fast shipping.,2025-06-09,855.9000000000001,855.9000000000001,9.979999999999999,295,65.83846153846154,2
306,68,0,0,55122,44,21,45.65,6,20,0.48,0,Good quality and value for money.,2025-07-26,958.65,5751.9,14.156,248,13.132191780821918,1
307,20,0,9,76005,29,12,41.99,2,11,0.13,0,"Great experience, will shop again!",2025-05-22,503.88,1007.76,7.960999999999999,313,20.1552,0
308,34,0,5,52430,88,37,54.24,13,4,0.34,0,Love the products and fast shipping.,2025-05-31,2006.88,26089.440000000002,2.9979999999999998,304,12.78267515923567,2
309,23,0,3,23668,52,9,43.14,1,12,0.94,0,"Great experience, will shop again!",2025-07-07,388.26,388.26,8.418,267,29.866153846153846,1
310,67,1,8,162555,20,36,64.93,12,25,0.54,0,Very satisfied with my purchase.,2025-09-26,2337.4800000000005,28049.760000000006,17.638,186,16.120551724137933,0
311,61,0,0,173599,20,10,54.41,0,25,0.21,0,Very satisfied with my purchase.,2025-09-29,544.0999999999999,0.0,17.737,183,544.0999999999999,0
312,40,0,1,45428,20,7,42.11,2,12,0.45,1,The product did not match the description.,2024-05-19,294.77,589.54,8.564999999999998,681,11.790799999999999,0
313,54,0,4,135850,13,24,51.59,7,23,0.62,0,The website is easy to use.,2025-08-07,1238.16,8667.12,16.214,236,14.566588235294118,0
314,61,1,0,161140,24,25,59.9,7,30,0.51,0,The website is easy to use.,2025-06-28,1497.5,10482.5,21.147,276,17.61764705882353,0
315,46,0,9,49262,56,7,40.61,0,2,0.06,1,The product did not match the description.,2024-12-15,284.27,0.0,1.682,471,284.27,1
316,29,1,9,74186,14,17,44.17,5,29,0.84,0,Excellent customer service.,2025-09-05,750.89,3754.45,20.347999999999995,207,12.30967213114754,0
317,47,0,5,42955,93,33,46.14,11,7,0.7,0,The website is easy to use.,2025-10-03,1522.6200000000001,16748.82,4.989999999999999,179,11.448270676691731,2
318,33,0,5,28817,9,16,35.17,6,9,0.1,0,Love the products and fast shipping.,2025-08-26,562.72,3376.32,6.57,217,7.708493150684932,0
319,40,0,0,107819,48,28,45.07,9,10,0.56,0,Good quality and value for money.,2025-05-21,1261.96,11357.64,7.132,314,11.577614678899083,1
320,27,0,0,89494,24,14,47.83,4,7,0.18,0,"Great experience, will shop again!",2025-06-07,669.62,2678.48,5.145999999999999,297,13.665714285714285,0
